dataset,subject_id,subject_key,missing_for,image_path,output_path,dataset_code,session_id
AABC,HCA8997522,HCA8997522,fastsurfer,,,,
AABC,HCA9023865,HCA9023865,fastsurfer,,,,
AABC,HCA9071068,HCA9071068,fastsurfer,,,,
AABC,HCA9086990,HCA9086990,fastsurfer,,,,
AABC,HCA9088691,HCA9088691,fastsurfer,,,,
AABC,HCA9090779,HCA9090779,fastsurfer,,,,
AABC,HCA9121158,HCA9121158,fastsurfer,,,,
AABC,HCA9155680,HCA9155680,fastsurfer,,,,
AABC,HCA9160370,HCA9160370,fastsurfer,,,,
AABC,HCA9170474,HCA9170474,fastsurfer,,,,
AABC,HCA9179997,HCA9179997,fastsurfer,,,,
AABC,HCA9194084,HCA9194084,fastsurfer,,,,
AABC,HCA9222366,HCA9222366,fastsurfer,,,,
AABC,HCA9231670,HCA9231670,fastsurfer,,,,
AABC,HCA9239686,HCA9239686,fastsurfer,,,,
AABC,HCA9247483,HCA9247483,fastsurfer,,,,
AABC,HCA9260071,HCA9260071,fastsurfer,,,,
AABC,HCA9295494,HCA9295494,fastsurfer,,,,
AABC,HCA9301564,HCA9301564,fastsurfer,,,,
AABC,HCA9319684,HCA9319684,fastsurfer,,,,
AABC,HCA9352783,HCA9352783,fastsurfer,,,,
AABC,HCA9414375,HCA9414375,fastsurfer,,,,
AABC,HCA9443079,HCA9443079,fastsurfer,,,,
AABC,HCA9445689,HCA9445689,fastsurfer,,,,
AABC,HCA9455288,HCA9455288,fastsurfer,,,,
AABC,HCA9478098,HCA9478098,fastsurfer,,,,
AABC,HCA9482089,HCA9482089,fastsurfer,,,,
AABC,HCA9492395,HCA9492395,fastsurfer,,,,
AABC,HCA9498307,HCA9498307,fastsurfer,,,,
AABC,HCA9518387,HCA9518387,fastsurfer,,,,
AABC,HCA9521073,HCA9521073,fastsurfer,,,,
AABC,HCA9535488,HCA9535488,fastsurfer,,,,
AABC,HCA9548396,HCA9548396,fastsurfer,,,,
AABC,HCA9559806,HCA9559806,fastsurfer,,,,
AABC,HCA9572797,HCA9572797,fastsurfer,,,,
AABC,HCA9594606,HCA9594606,fastsurfer,,,,
AABC,HCA9599212,HCA9599212,fastsurfer,,,,
AABC,HCA9607184,HCA9607184,fastsurfer,,,,
AABC,HCA9614787,HCA9614787,fastsurfer,,,,
AABC,HCA9628697,HCA9628697,fastsurfer,,,,
AABC,HCA9640889,HCA9640889,fastsurfer,,,,
AABC,HCA9649908,HCA9649908,fastsurfer,,,,
AABC,HCA9662495,HCA9662495,fastsurfer,,,,
AABC,HCA9681499,HCA9681499,fastsurfer,,,,
AABC,HCA9686611,HCA9686611,fastsurfer,,,,
AABC,HCA9695713,HCA9695713,fastsurfer,,,,
AABC,HCA9715187,HCA9715187,fastsurfer,,,,
AABC,HCA9717191,HCA9717191,fastsurfer,,,,
AABC,HCA9743900,HCA9743900,fastsurfer,,,,
AABC,HCA9745500,HCA9745500,fastsurfer,,,,
AABC,HCA9787415,HCA9787415,fastsurfer,,,,
AABC,HCA9808396,HCA9808396,fastsurfer,,,,
AABC,HCA9880203,HCA9880203,fastsurfer,,,,
AABC,HCA9894315,HCA9894315,fastsurfer,,,,
AABC,HCA9896218,HCA9896218,fastsurfer,,,,
AABC,HCA9912492,HCA9912492,fastsurfer,,,,
AABC,HCA9914799,HCA9914799,fastsurfer,,,,
AABC,HCA9926201,HCA9926201,fastsurfer,,,,
AABC,HCA9943504,HCA9943504,fastsurfer,,,,
AABC,HCA9968318,HCA9968318,fastsurfer,,,,
AABC,HCA9969219,HCA9969219,fastsurfer,,,,
AABC,HCA9972208,HCA9972208,fastsurfer,,,,
AABC,HCA9982312,HCA9982312,fastsurfer,,,,
AABC,HCA6002236,HCA6002236,synthseg,,,,
AABC,HCA6003238,HCA6003238,synthseg,,,,
AABC,HCA6010538,HCA6010538,synthseg,,,,
AABC,HCA6058970,HCA6058970,synthseg,,,,
AABC,HCA6068670,HCA6068670,synthseg,,,,
